,text,names,Date,FG,3P,FGA,PTS,Result,EFG,hashtag,tokens,stems,lemmas
2871,Merry Christmas world!!! Hope it's a great one!!,Devin Booker,2017-12-26,9.0,3.0,21.0,32.0,W ,0.5,[],merry christmas world ! ! ! hope great one ! ! ,merri christma world ! ! ! hope great one ! ! ,merry christmas world ! ! ! hope great one ! ! 
2872,What’s that UK game looking like???? #BBN 🔵🔵,Devin Booker,2017-12-29,9.0,3.0,25.0,26.0,W ,0.42,['BBN'],uk game looking like ? ? ? ? bbn 🔵 🔵 ,what uk game look like ? ? ? ? bbn 🔵🔵 ,uk game look like ? ? ? ? bbn 🔵 🔵 
2873,These girls were great!! Thanks for the support ❤️ https://t.co/vXcxih0U8o,Devin Booker,2017-12-30,3.0,0.0,8.0,6.0,L,0.375,[],girls great ! ! thanks support ❤ ️ ,girl great ! ! thank support ❤️ ,girl great ! ! thank support ❤ ️ 
2874,Wow.. this is great.. Stopped by earlier to watch them work! https://t.co/fecXilEny3,Devin Booker,2017-12-31,8.0,5.0,22.0,32.0,L ,0.4772727272727273,[],wow .. great .. stopped earlier watch work ! ,wow .. great .. stop earlier watch work ! ,wow .. great .. stop early watch work ! 
2875,Respect ✊🏼 https://t.co/Y8YbQ7EoWy,Devin Booker,2018-01-03,4.0,2.0,13.0,17.0,L ,0.3846153846153846,[],respect ✊ 🏼 ,respect ✊🏼 ,respect ✊ 🏼 
2876,I see you @DBender03 ✊🏼 https://t.co/xo4nCHpdKE,Devin Booker,2018-01-08,3.0,0.0,1.0,5.0,L,3.0,[],see ✊ 🏼 ,see ✊🏼 ,see ✊ 🏼 
2877,"As always, I appreciate y’all ✊🏼",Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],always appreciate ✊ 🏼 ,alway appreci yall ✊🏼 ,always appreciate ✊ 🏼 
2878,Thinking about it https://t.co/MYQqSG3C3B,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],thinking ,think ,think 
2879,Both are nice https://t.co/vETfPIgNAi,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],nice ,nice ,nice 
2880,Who knows? https://t.co/J8VBx4CNpI,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],knows ? ,know ? ,know ? 
2881,Jags lookin good https://t.co/f2G4ZNc0sr,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],jags lookin good ,jag lookin good ,jag lookin good 
2882,"Don’t try, do it https://t.co/Cu3bu1Wtcd",Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],nt try ,dont tri ,not try 
2883,Big blue madness for sure https://t.co/BVPRYArjqE,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],big blue madness sure ,big blue mad sure ,big blue madness sure 
2884,Cole summer https://t.co/goE6TK2FUo,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],cole summer ,cole summer ,cole summer 
2885,1s or 3s https://t.co/ImXVlrTZ9C,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],,,
2886,No ceiling for JJ https://t.co/3v4My666Zv,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],ceiling jj ,ceil jj ,ceiling jj 
2887,U know that answer #BBN https://t.co/NmU5GynWAO,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,['BBN'],u know answer bbn ,u know answer bbn ,u know answer bbn 
2888,No lol https://t.co/2g0F53Wzl1,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],lol ,lol ,lol 
2889,"Quick Q&amp;A, wassup Twitter?",Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375,[],quick qa wassup twitter ? ,quick qa wassup twitter ? ,quick qa wassup twitter ? 
2890,Stop stealing my rebounds champ!! S/o to my OG @tysonchandler. 10K rebounds.. glad I get to be apart of your legendary career big bro!! 🙏🏼 https://t.co/Skn9k5H7nz,Devin Booker,2018-01-15,3.0,0.0,6.0,1.0,L,0.5,[],stop stealing rebounds champ ! ! og . k rebounds .. glad get apart legendary career big bro ! ! 🙏 🏼 ,stop steal rebound champ ! ! og . k rebound .. glad get apart legendari career big bro ! ! 🙏🏼 ,stop steal rebound champ ! ! og . k rebound .. glad get apart legendary career big bro ! ! 🙏 🏼 
2891,I actually like movies now lol,Devin Booker,2018-01-19,11.0,4.0,23.0,30.0,W ,0.5652173913043478,[],actually like movies lol ,actual like movi lol ,actually like movie lol 
2892,All fun!! S/o Big Blue Nation!!! https://t.co/kYJdoaOEwV,Devin Booker,2018-01-20,3.0,0.0,1.0,5.0,L,3.0,[],fun ! ! big blue nation ! ! ! ,fun ! ! big blue nation ! ! ! ,fun ! ! big blue nation ! ! ! 
2893,Happy Birthday to my heart!! 😘 https://t.co/6FzFAA34HL,Devin Booker,2018-01-21,3.0,0.0,4.0,4.0,W,0.75,[],happy birthday heart ! ! 😘 ,happi birthday heart ! ! 😘 ,happy birthday heart ! ! 😘 
2894,✊🏼✊🏼 congrats my brotha!!! https://t.co/EpeWwW9BYF,Devin Booker,2018-01-24,5.0,0.0,16.0,19.0,L ,0.3125,[],✊ 🏼 ✊ 🏼 congrats brotha ! ! ! ,✊🏼✊🏼 congrat brotha ! ! ! ,✊ 🏼 ✊ 🏼 congrat brotha ! ! ! 
2895,Opinions over statistics,Devin Booker,2018-01-24,5.0,0.0,16.0,19.0,L ,0.3125,[],opinions statistics ,opinion statist ,opinion statistic 
2896,Prayers up @boogiecousins 🙏🏼🙏🏼🙏🏼,Devin Booker,2018-01-27,3.0,0.0,8.0,5.0,L,0.375,[],prayers 🙏 🏼 🙏 🏼 🙏 🏼 ,prayer 🙏🏼🙏🏼🙏🏼 ,prayer 🙏 🏼 🙏 🏼 🙏 🏼 
2897,"Man, this one hurts!! Prayers up big homie!! 🙏🏼🙏🏼 @SiP03 https://t.co/LkJ17chA55",Devin Booker,2018-02-01,3.0,0.0,6.0,0.0,W,0.5,[],man one hurts ! ! prayers big homie ! ! 🙏 🏼 🙏 🏼 ,man one hurt ! ! prayer big homi ! ! 🙏🏼🙏🏼 ,man one hurt ! ! prayer big homie ! ! 🙏 🏼 🙏 🏼 
2898,That was a great block. Hope he’s doing well.. glad you guys are still at it @The_Antlers! #MIZ 😂 https://t.co/Cu756mDj7h,Devin Booker,2018-02-03,3.0,0.0,4.0,5.0,W,0.75,['MIZ'],great block . hope well .. glad guys still ! miz 😂 ,great block . hope hes well .. glad guy still ! miz 😂 ,great block . hope well .. glad guy still ! miz 😂 
2899,Hope @kporzee is good!! Prayers up 🙏🏼🙏🏼,Devin Booker,2018-02-07,3.0,1.0,9.0,1.0,L,0.3888888888888889,[],hope good ! ! prayers 🙏 🏼 🙏 🏼 ,hope good ! ! prayer 🙏🏼🙏🏼 ,hope good ! ! prayer 🙏 🏼 🙏 🏼 
2900,Pops ✊🏼 https://t.co/uz09aptzSn,Devin Booker,2018-02-09,3.0,0.0,7.0,2.0,W,0.4285714285714285,[],pops ✊ 🏼 ,pop ✊🏼 ,pop ✊ 🏼 
2901,ASW #3... Told my Phoenix family I would be taking this home with me. Time to lock back in and finish the season up. 🙏🏼 https://t.co/888lJJCdc6,Devin Booker,2018-02-18,3.0,0.0,8.0,1.0,L,0.375,['3'],asw ... told phoenix family would taking home . time lock back finish season . 🙏 🏼 ,asw ... told phoenix famili would take home . time lock back finish season . 🙏🏼 ,asw ... tell phoenix family would take home . time lock back finish season . 🙏 🏼 
2902,Appreciate it Fitz https://t.co/GnPfhD4Ghb,Devin Booker,2018-02-18,3.0,0.0,0.0,1.0,L,0.0,[],appreciate fitz ,appreci fitz ,appreciate fitz 
2903,Goodfellas!! https://t.co/6qpyBPZCfL,Devin Booker,2018-02-18,3.0,0.0,6.0,1.0,L,0.5,[],goodfellas ! ! ,goodfella ! ! ,goodfella ! ! 
2904,Lol ASW got em.. but preciate you bro https://t.co/52ACNDoo44,Devin Booker,2018-02-19,3.0,0.0,4.0,4.0,L,0.75,[],lol asw got em .. preciate bro ,lol asw got em .. preciat bro ,lol asw get em .. preciate bro 
2905,Good to see my man @Cantguardmike getting the recognition that he deserves! Keep pushin bro!! https://t.co/3cFe86ymwd,Devin Booker,2018-02-23,7.0,2.0,20.0,27.0,L ,0.4,[],good see man getting recognition deserves ! keep pushin bro ! ! ,good see man get recognit deserv ! keep pushin bro ! ! ,good see man get recognition deserve ! keep pushin bro ! ! 
2906,Incredible atmosphere tonight @GCU_MBB!! Congrats on the big win.. and appreciate the great hospitality.. if you haven’t been to a game you have to check it out!!,Devin Booker,2018-02-23,7.0,2.0,20.0,27.0,L ,0.4,[],incredible atmosphere tonight ! ! congrats big win .. appreciate great hospitality .. nt game check ! ! ,incred atmospher tonight ! ! congrat big win .. appreci great hospit .. havent game check ! ! ,incredible atmosphere tonight ! ! congrat big win .. appreciate great hospitality .. not game check ! ! 
2907,To my friends in Mexico…Join the Copa Zucaritas and show your Dunkstar skills. Follow @ZucaritasLATAM for more! https://t.co/lkLlGAudlL,Devin Booker,2018-02-26,14.0,3.0,28.0,40.0,L ,0.5535714285714286,[],friends mexico … join copa zucaritas show dunkstar skills . follow ! ,friend mexico…join copa zucarita show dunkstar skill . follow ! ,friend mexico … join copa zucaritas show dunkstar skill . follow ! 
2908,Can someone please explain this LeVeon Bell situation to me??? Why won’t he get long term?,Devin Booker,2018-02-27,3.0,0.0,8.0,5.0,L,0.375,[],someone please explain leveon bell situation ? ? ? wo nt get long term ? ,someon pleas explain leveon bell situat ? ? ? wont get long term ? ,someone please explain leveon bell situation ? ? ? will not get long term ? 
2909,Aye @UKCoachCalipari can I finally start tonight??? Lol #BBN https://t.co/lMOfwclbm6,Devin Booker,2018-02-28,12.0,1.0,29.0,34.0,W ,0.4310344827586206,['BBN'],aye finally start tonight ? ? ? lol bbn ,aye final start tonight ? ? ? lol bbn ,aye finally start tonight ? ? ? lol bbn 
2910,Go get that jersey my guy! https://t.co/oiEstSc6Pu,Devin Booker,2018-03-02,16.0,6.0,28.0,39.0,L ,0.6785714285714286,[],go get jersey guy ! ,go get jersey guy ! ,go get jersey guy ! 
2911,Salute! 🙌🏼 https://t.co/S7JjTjamAz,Devin Booker,2018-03-02,16.0,6.0,28.0,39.0,L ,0.6785714285714286,[],salute ! 🙌 🏼 ,salut ! 🙌🏼 ,salute ! 🙌 🏼 
2912,The future https://t.co/yFY86p7V7T,Devin Booker,2018-03-02,16.0,6.0,28.0,39.0,L ,0.6785714285714286,[],future ,futur ,future 
2913,Compete. Respect. https://t.co/zggsJuVEP0,Devin Booker,2018-03-03,3.0,0.0,3.0,7.0,W,1.0,[],compete . respect . ,compet . respect . ,compete . respect . 
2914,My unk @CoachAvery6 got these boys rollin!!!,Devin Booker,2018-03-09,3.0,0.0,1.0,6.0,L,3.0,[],unk got boys rollin ! ! ! ,unk got boy rollin ! ! ! ,unk get boy rollin ! ! ! 
2915,Wish I could’ve played!! Appreciate the support all the way here in Charlotte. https://t.co/bMwy8SGqt3,Devin Booker,2018-03-10,3.0,1.0,2.0,7.0,W,1.75,[],wish could played ! ! appreciate support way charlotte . ,wish couldv play ! ! appreci support way charlott . ,wish could play ! ! appreciate support way charlotte . 
2916,U got a good one! https://t.co/NQOjkTIbut,Devin Booker,2018-03-10,3.0,0.0,1.0,6.0,W,3.0,[],u got good one ! ,u got good one ! ,u get good one ! 
2917,Sorry brotha @itsaveryjohnson.. We just like that.. 🤷🏻‍♂️ BBN!!!,Devin Booker,2018-03-10,3.0,0.0,3.0,4.0,W,1.0,[],sorry brotha .. like .. 🤷 🏻 ♂ ️ bbn ! ! ! ,sorri brotha .. like .. 🤷🏻♂️ bbn ! ! ! ,sorry brotha .. like .. 🤷 🏻 ♂ ️ bbn ! ! ! 
2918,Respect!! ✊🏼 https://t.co/rVY4zdFPWJ,Devin Booker,2018-03-10,3.0,0.0,0.0,6.0,W,0.0,[],respect ! ! ✊ 🏼 ,respect ! ! ✊🏼 ,respect ! ! ✊ 🏼 
2919,Let em know BK!!! https://t.co/TxIWaJr8JW,Devin Booker,2018-03-11,3.0,0.0,4.0,5.0,W,0.75,[],let em know bk ! ! ! ,let em know bk ! ! ! ,let em know bk ! ! ! 
2920,Need a squad for PuBG..,Devin Booker,2018-03-18,3.0,0.0,9.0,3.0,W,0.3333333333333333,[],need squad pubg .. ,need squad pubg .. ,need squad pubg .. 
2921,It’s “UK” not “KU”!! #BBN 😼 https://t.co/qaBRVzbsMr,Devin Booker,2018-03-18,3.0,1.0,4.0,7.0,W,0.875,['BBN'],uk ku ! ! bbn 😼 ,uk ku ! ! bbn 😼 ,uk ku ! ! bbn 😼 
2922,Love watching this matchup https://t.co/QNn5hOH3hG,Devin Booker,2018-03-24,3.0,0.0,2.0,6.0,L,1.5,[],love watching matchup ,love watch matchup ,love watch matchup 
2923,They sayin I need Pink Diamond.. Cmon Ronnie!!!😂 https://t.co/d5B8fT3uB0,Devin Booker,2018-03-25,3.0,0.0,2.0,4.0,L,1.5,[],sayin need pink diamond .. cmon ronnie ! ! ! 😂 ,sayin need pink diamond .. cmon ronni ! ! ! 😂 ,sayin need pink diamond .. cmon ronnie ! ! ! 😂 
2924,1 year anniversary of 70.. so I got y’all. Here it is... https://t.co/QO5QBROnwC,Devin Booker,2018-03-25,3.0,0.0,1.0,1.0,L,3.0,[],year anniversary .. got . ... ,year anniversari .. got yall . ... ,year anniversary .. get . ... 
2925,".@NBA2K fans, heard you were lookin for me???",Devin Booker,2018-03-25,3.0,1.0,1.0,6.0,L,3.5,[],. fans heard lookin ? ? ? ,. fan heard lookin ? ? ? ,. fan hear lookin ? ? ? 
2926,That boy @KarlTowns 💪🏼💪🏼,Devin Booker,2018-03-29,3.0,0.0,8.0,3.0,W,0.375,[],boy 💪 🏼 💪 🏼 ,boy 💪🏼💪🏼 ,boy 💪 🏼 💪 🏼 
2927,✊🏼. Next up lil bro https://t.co/UlBFB1M5Ka,Devin Booker,2018-04-02,3.0,0.0,2.0,6.0,L,1.5,[],✊ 🏼. next lil bro ,✊🏼 . next lil bro ,✊ 🏼. next lil bro 
2928,Congrats bro! Need a jersey ASAP. https://t.co/v1BCjTxYaZ,Devin Booker,2018-04-06,3.0,0.0,7.0,0.0,W,0.4285714285714285,[],congrats bro ! need jersey asap . ,congrat bro ! need jersey asap . ,congrats bro ! need jersey asap . 
2929,Lol u know I got you bro https://t.co/UcIgVh1NbO,Devin Booker,2018-04-10,3.0,0.0,4.0,4.0,L,0.75,[],lol u know got bro ,lol u know got bro ,lol u know get bro 
2930,Wow.. this is wild! All love! https://t.co/3kaAIByQ2p,Devin Booker,2018-04-11,3.0,0.0,9.0,1.0,L,0.3333333333333333,[],wow .. wild ! love ! ,wow .. wild ! love ! ,wow .. wild ! love ! 
2931,Prayers out to coach Pop and his family🙏🏽🙏🏽😞 https://t.co/I6NyHY4xOQ,Devin Booker,2018-04-19,3.0,0.0,6.0,4.0,W,0.5,[],prayers coach pop family 🙏 🙏 😞 ,prayer coach pop family🙏🏽🙏🏽😞 ,prayer coach pop family 🙏 🙏 😞 
2932,Playoff energy&gt;,Devin Booker,2018-04-23,3.0,1.0,3.0,3.0,L,1.1666666666666667,[],playoff energy&gt ,playoff energi & gt ,playoff energy&gt 
2933,How many times did I tell you that this year? https://t.co/BkZnBlkM8q,Devin Booker,2018-05-06,3.0,0.0,1.0,2.0,W,3.0,[],many times tell year ? ,mani time tell year ? ,many time tell year ? 
2934,Do better than me bro @j_josh11 https://t.co/8jwjDMXckS,Devin Booker,2018-05-09,3.0,0.0,5.0,5.0,L,0.6,[],better bro ,better bro ,well bro 
2935,Lol it ain’t like that.. bunch of group messages 😂 https://t.co/4yupNEMvZ1,Devin Booker,2018-05-10,3.0,1.0,7.0,2.0,L,0.5,[],lol ai nt like .. bunch group messages 😂 ,lol aint like .. bunch group messag 😂 ,lol be nt like .. bunch group message 😂 
2936,Grow my hair out?,Devin Booker,2018-05-10,3.0,1.0,6.0,1.0,L,0.5833333333333334,[],grow hair ? ,grow hair ? ,grow hair ? 
2937,These too @kobebryant https://t.co/e4dHhzabGA,Devin Booker,2018-05-12,3.0,0.0,9.0,2.0,L,0.3333333333333333,[],,,
2938,You got your pair yet killa? @kobebryant https://t.co/M2Q43wgBUt,Devin Booker,2018-05-12,3.0,0.0,1.0,2.0,L,3.0,[],got pair yet killa ? ,got pair yet killa ? ,get pair yet killa ? 
2939,Let me see what I can do @SunsGorilla https://t.co/uTFWp4BVM5,Devin Booker,2018-05-12,3.0,1.0,2.0,2.0,L,1.75,[],let see ,let see ,let see 
2940,“But still supported me when I did the opposite”❤️ https://t.co/CEAH0XaT2v,Devin Booker,2018-05-14,3.0,1.0,0.0,6.0,W,0.0,[],still supported opposite ❤ ️ ,still support opposite❤️ ,still support opposite ❤ ️ 
2941,"Excited to launch my inaugural Youth 🏀 @ProCamps this summer! Looking forward to working with some young @Suns fans. Click 👇 for details.
https://t.co/UiAWmwQIXU https://t.co/ue7cXCtjvi",Devin Booker,2018-05-24,3.0,0.0,6.0,4.0,L,0.5,[],excited launch inaugural youth 🏀 summer ! looking forward working young fans . click 👇 details . ,excit launch inaugur youth 🏀 summer ! look forward work young fan . click 👇 detail . ,excited launch inaugural youth 🏀 summer ! look forward work young fan . click 👇 detail . 
2942,I couldn’t live like u... that’s just me tho... https://t.co/HQsTyVNBxR,Devin Booker,2018-05-26,3.0,0.0,7.0,5.0,W,0.4285714285714285,[],could nt live like u ... tho ... ,couldnt live like u ... that tho ... ,could not live like u ... tho ... 
2943,What is goin on in this game!!?,Devin Booker,2018-05-29,3.0,0.0,0.0,0.0,W,0.0,[],goin game ! ! ? ,goin game ! ! ? ,goin game ! ! ? 
2944,Great people 🙃 https://t.co/qMmshC2zEi,Devin Booker,2018-05-31,3.0,1.0,1.0,0.0,L,3.5,[],great people 🙃 ,great peopl 🙃 ,great people 🙃 
2945,Facts 🙌🏽 https://t.co/z8EpWFbSlF,Devin Booker,2018-06-07,3.0,0.0,7.0,6.0,W,0.4285714285714285,[],facts 🙌 ,fact 🙌🏽 ,fact 🙌 
